area_of_application,category,date_issue,date_of_analysis,description,document_type,filename,full_name,keytopics,keywords,language,median_content_length,number,pages_analyzed,percent_clause_detection,percent_missing_clauses,revision,source,status,total_pages
Керамические санитарные изделия предназначаются для установки в санитарных узлах зданий различного назначения,Системы водоснабжения,2018-03-01,2025-08-26T03:02:46.556827+00:00,"Стандарт распространяется на санитарные керамические изделия (фарфоровые, полуфарфоровые и фаянсовые) такие как умывальники, пьедесталы, унитазы, смывные бачки, биде, писсуары. Устанавливает их классификацию и основные размеры.",ГОСТ,ГОСТ 30493-2017 Изделия санитарные керамические. Классификация и основные размеры.pdf,ГОСТ 30493-2017 Изделия санитарные керамические. Классификация и основные размеры,"['классификация санитарных изделий', 'размеры санитарных изделий', 'керамические изделия', 'установки санитарные']","['изделия санитарные керамические', 'классификация', 'основные размеры', 'умывальники', 'унитазы', 'смывные бачки', 'биде', 'писсуары']",русский,137,30493-2017,5,95.0,0.0,,ГОСТ 30493-2017 Изделия санитарные керамические. Классификация и основные размеры.pdf,Действующий,13
"параметры микроклимата в жилых и общественных зданиях, качество воздуха в помещениях, обслуживаемая зона жилых, детских дошкольных учреждений, общественных, административных и бытовых зданий",Микроклимат,2023-02-01,2025-08-26T03:02:48.777140+00:00,"Данный межгосударственный стандарт устанавливает параметры микроклимата в помещениях жилых и общественных зданий, а также требования к качеству воздуха в обслуживаемой зоне. Документ определяет общие требования к оптимальным и допустимым показателям микроклимата и качеству воздуха, исключая рабочие зоны производственных помещений.",ГОСТ,"ГОСТ 30494-2011 Здания жилые и общественные. Параметры микроклимата в помещениях (с Поправкой, с Изменением N 1).pdf",ГОСТ 30494-2011 Здания жилые и общественные. Параметры микроклимата в помещениях,"['параметры микроклимата', 'качество воздуха', 'жилые и общественные здания']","['микроклимат', 'параметры микроклимата', 'качество воздуха', 'жилые здания', 'общественные здания', 'стандарт']",русский,304,30494-2011,5,95.3,0.0,Изменение N 1,"ГОСТ 30494-2011 Здания жилые и общественные. Параметры микроклимата в помещениях (с Поправкой, с Изменением N 1).pdf",Действующий,13
Материалы рулонные кровельные и гидроизоляционные,Строительство,1999-04-30,2025-08-26T03:02:53.311771+00:00,"Данный государственный стандарт устанавливает общие технические условия, требования безопасности, методы испытаний, транспортирования и хранения для рулонных кровельных и гидроизоляционных материалов.",ГОСТ,ГОСТ 30547-97_Надежность строительных конструкции и оснований.pdf,ГОСТ 30547-97 Материалы рулонные кровельные и гидроизоляционные. Общие технические условия,"['область применения', 'нормативные ссылки', 'классификация', 'технические требования', 'требования к сырью', 'маркировка', 'упаковка', 'требования безопасности', 'приемка', 'методы испытаний', 'транспортирование', 'хранение', 'указания по применению']","['рулонные материалы', 'кровельные материалы', 'гидроизоляционные материалы', 'технические условия', 'маркировка', 'упаковка', 'требования безопасности', 'испытания', 'транспортирование', 'хранение']",русский,233,30547-97,5,90.4,0.0,Введен впервые,ГОСТ 30547-97_Надежность строительных конструкции и оснований.pdf,Действующий,23
Профили из поливинилхлорида (PVC-U) для изготовления окон и дверей,Строительство,2015-05-01,2025-08-26T03:02:55.389775+00:00,"Стандарт устанавливает технические условия на поливинилхлоридные профили, предназначенные для оконных и дверных блоков. Соответствует европейскому стандарту EN 12608:2003 с внесёнными изменениями, описывает классификацию, технические требования и методы испытаний.",ГОСТ,ГОСТ 30673-2013_Профили поливинилхлоридные для оконных и дверных блоков.pdf,ГОСТ 30673-2013 Профили поливинилхлоридные для оконных и дверных блоков. Технические условия,"['классификация профилей', 'технические требования', 'методы испытаний']","['поливинилхлоридные профили', 'окна', 'дверные блоки', 'технические условия', 'EN 12608:2003']",русский,153,30673-2013,5,96.4,3.7,,ГОСТ 30673-2013_Профили поливинилхлоридные для оконных и дверных блоков.pdf,Действующий,27
Блоки оконные и балконные из поливинилхлоридных профилей,Окна и двери,2024-08-01,2025-08-26T03:02:57.519085+00:00,"Межгосударственный стандарт, устанавливающий технические условия для оконных и балконных блоков из поливинилхлоридных профилей. Разработан с учетом европейского стандарта EN 14351-1:2006 с изменением A2:2016. Введен в действие в качестве национального стандарта Российской Федерации с 1 августа 2024 года.",ГОСТ,ГОСТ 30674-2023_Блоки оконные и балконные из поливинилхлоридных профилей.pdf,ГОСТ 30674—2023 Блоки оконные и балконные из поливинилхлоридных профилей. Технические условия,"['технические условия', 'оконные блоки', 'балконные блоки', 'поливинилхлоридные профили', 'межгосударственный стандарт']","['блоки оконные', 'блоки балконные', 'поливинилхлоридные профили', 'технические условия', 'стандарт']",русский,277,30674—2023,5,95.1,42.4,Взамен ГОСТ 30674—99,ГОСТ 30674-2023_Блоки оконные и балконные из поливинилхлоридных профилей.pdf,Действующий,41
Кровельные и гидроизоляционные мастики,Строительство,2001-04-01,2025-08-26T03:02:59.779926+00:00,"Стандарт устанавливает общие технические условия для кровельных и гидроизоляционных мастик, включая классификацию, требования к сырью, маркировку, упаковку, безопасность, приемку, методы испытаний, транспортирование, хранение и применение.",ГОСТ,ГОСТ 30693-2000_Мастики кровельные и гидроизоляционные.pdf,ГОСТ 30693-2000 Мастики кровельные и гидроизоляционные. Общие технические условия,"['технические требования', 'классификация мастик', 'требования к сырью', 'маркировка и упаковка', 'безопасность', 'приемка продукции', 'транспортирование и хранение', 'применение']","['мастики кровельные', 'гидроизоляционные мастики', 'технические условия', 'классификация', 'требования безопасности', 'методы испытаний']",Русский,190,30693-2000,5,87.9,0.0,Введен впервые,ГОСТ 30693-2000_Мастики кровельные и гидроизоляционные.pdf,Действующий,18
Стекло закаленное в строительстве,Стекло,2016-04-01,2025-08-26T03:03:01.864022+00:00,"Межгосударственный стандарт, устанавливающий технические условия на закаленное стекло, используемое в строительстве. Стандарт соответствует европейским нормам EN 12150-1:2000 и EN 12150-2:2004 и введен в действие в России с 1 апреля 2016 года.",ГОСТ,ГОСТ 30698-2014_Стекло закаленное.pdf,ГОСТ 30698-2014 Стекло Закаленное. Технические условия,"['технические условия', 'стекло закаленное', 'межгосударственный стандарт', 'европейские нормы', 'введение в действие']","['стекло закаленное', 'технические условия', 'межгосударственный стандарт', 'строительство', 'безопасное стекло']",русский,130,30698-2014,5,97.7,1.3,Взамен ГОСТ 30698-2000,ГОСТ 30698-2014_Стекло закаленное.pdf,Действующий,19
Трубы и фасонные изделия стальные с тепловой изоляцией из пенополиуретана с защитной оболочкой,Отопление,2020-08-11,2025-08-26T03:03:06.327611+00:00,Стандарт устанавливает технические условия для стальных труб и фасонных изделий с тепловой изоляцией из пенополиуретана и защитной оболочкой. Стандарт учитывает нормативные положения европейских стандартов EN 253:2015 и EN 448:2016. Введен в действие в России с 1 января 2021 года.,ГОСТ,ГОСТ 30732-2020_Трубы и фасонные изделия стальные с тепловой изоляцией из пенополиуретана с защитной оболочкой.pdf,ГОСТ 30732—2020 Трубы и фасонные изделия стальные с тепловой изоляцией из пенополиуретана с защитной оболочкой. Технические условия,"['трубы и фасонные изделия', 'тепловая изоляция', 'стальные трубы', 'пенополиуретан', 'защитная оболочка']","['трубы стальные', 'тепловая изоляция', 'пенополиуретан', 'защитная оболочка', 'технические условия']",русский,227,30732—2020,5,93.5,2.3,Взамен ГОСТ 30732—2006,ГОСТ 30732-2020_Трубы и фасонные изделия стальные с тепловой изоляцией из пенополиуретана с защитной оболочкой.pdf,Действующий,74
Устройства открывания оконных и балконных блоков (фурнитура),Строительство,2024-08-01,2025-08-26T03:03:09.057886+00:00,"Межгосударственный стандарт, устанавливающий общие технические условия на устройства открывания оконных и балконных блоков (фурнитура). Документ учитывает нормативные положения европейских стандартов EN 13126 и введён в действие Приказом Федерального агентства по техническому регулированию и метрологии с 1 августа 2024 года.",ГОСТ,ГОСТ 30777-2023 Устройства открывания оконных и балконных блоков (фурнитура). Общие технические условия.pdf,ГОСТ 30777-2023 Устройства открывания оконных и балконных блоков (фурнитура). Общие технические условия,"['требования', 'методы испытаний', 'нормативные положения', 'сертификация', 'межгосударственная стандартизация']","['оконные блоки', 'балконные блоки', 'фурнитура', 'технические условия', 'межгосударственный стандарт']",Русский,144,30777-2023,5,93.1,10.7,Взамен ГОСТ 30777-2012,ГОСТ 30777-2023 Устройства открывания оконных и балконных блоков (фурнитура). Общие технические условия.pdf,Действующий,88
Терморегуляторы автоматические для отопительных приборов систем водяного отопления зданий,Отопление,2020-06-01,2025-08-26T03:03:11.892420+00:00,"Стандарт устанавливает нормы для изготовления двухходовых термостатических регуляторов для отопительных приборов, работающих без использования дополнительного источника энергии. Документ регламентирует общие технические условия автоматических терморегуляторов, предназначенных для регулирования тепловой мощности отопительных приборов в системах водяного отопления зданий, с температурой теплоносителя до 120°С и номинальным давлением до 1,0 МПа.",ГОСТ,ГОСТ 30815-2019 Терморегуляторы автоматические отопительных приборов систем водяного отопления зданий. Общие технические условия.pdf,Гост 30815-2019 Терморегуляторы автоматические отопительных приборов систем водяного отопления зданий. Общие технические условия,"['автоматическое регулирование', 'тепловая мощность', 'водяное отопление', 'строительство']","['терморегуляторы', 'автоматические', 'отопительные приборы', 'системы водяного отопления', 'регулирование температуры', 'теплоснабжение']",русский,246,30815-2019,5,97.3,0.0,Взамен ГОСТ 30815-2002,ГОСТ 30815-2019 Терморегуляторы автоматические отопительных приборов систем водяного отопления зданий. Общие технические условия.pdf,Действующий,25
"Стекло многослойное, используемое в строительстве",Стекло,2016-04-01,2025-08-26T03:03:15.025249+00:00,"Межгосударственный стандарт, устанавливающий технические условия для многослойного стекла. Стандарт содержит требования к размерам, обработке кромок и внешнему виду многослойного стекла, а также соответствует международным стандартам ISO 12543-5:2011 и ISO 12543-6:2011 в части неэквивалентных требований.",ГОСТ,ГОСТ 30826-2014_Стекло многослойное.pdf,ГОСТ 30826-2014 Стекло многослойное. Технические условия,"['технические условия', 'многослойное стекло', 'соответствие международным стандартам']","['многослойное стекло', 'технические условия', 'ISO 12543-5:2011', 'ISO 12543-6:2011', 'стекло в строительстве', 'обработка кромки', 'внешний вид']",Русский,161,30826-2014,5,95.1,2.6,Введен впервые,ГОСТ 30826-2014_Стекло многослойное.pdf,Действующий,32
"Производство работ по заполнению монтажных зазоров между поверхностью стенового проема и плоскостями коробки оконного (дверного) блока, проектирование узлов примыкания оконных и дверных блоков",Строительство,2014-01-01,2025-08-26T03:03:18.544057+00:00,"Стандарт предназначен для применения при производстве работ по заполнению монтажных зазоров между стеновыми проемами и оконными блоками, а также при проектировании узлов примыкания оконных и дверных блоков. Он направлен на повышение комфортности проживания, долговечности и энергоэффективности в строительстве за счет повышения требований к теплозащитным характеристикам узлов примыкания.",ГОСТ,ГОСТ 30971-2012_ Швы монтажные узлов примыкания оконных блоков к стеновым проемам.pdf,Гост 30971-2012 Швы монтажные узлов примыкания оконных блоков к стеновым проемам. Общие технические условия,"['монтаж узлов примыкания', 'теплозащитные характеристики', 'энергоэффективность']","['монтажные швы', 'оконные блоки', 'стеновые проемы', 'теплозащита', 'энергоэффективность']",русский,253,30971-2012,5,96.0,44.7,Введен в действие с 01.01.2014,ГОСТ 30971-2012_ Швы монтажные узлов примыкания оконных блоков к стеновым проемам.pdf,Действующий,48
"Отапливаемые помещения, группы помещений (квартиры) жилых многоквартирных зданий, а также одноквартирные жилые дома с естественной или механической вытяжной вентиляцией",Отопление,2015-01-01,2025-08-26T03:03:22.419674+00:00,Стандарт устанавливает метод определения в натурных условиях удельного потребления тепловой энергии на возмещение теплопотерь за счет теплопередачи через наружные ограждающие конструкции и нагрев вентиляционного и инфильтрационного воздуха при работе вытяжной вентиляции для жилых зданий.,ГОСТ,ГОСТ 31168-2014 Здания жилые. Метод определения удельного потребления тепловой энергии на отопление_Текст.pdf,ГОСТ 31168-2014 Здания жилые. Метод определения удельного потребления тепловой энергии на отопление,"['метод определения', 'тепловая энергия', 'теплопотери', 'жилые здания', 'вентиляция']","['удельное потребление тепловой энергии', 'отопление', 'жилые здания', 'теплопотери', 'вентиляция']",русский,428,31168-2014,5,90.1,2.6,,ГОСТ 31168-2014 Здания жилые. Метод определения удельного потребления тепловой энергии на отопление_Текст.pdf,Действующий,20
Технические условия для стальных дверных блоков,Стальные дверные блоки,2017-07-01,2025-08-26T03:03:25.776290+00:00,"Межгосударственный стандарт, устанавливающий технические условия на стальные дверные блоки. Соответствует европейским стандартам EN 14351-1:2006+А1:2010, EN 1191:2012 и EN 1192:1999 по техническим требованиям и методам испытаний. Введен в действие в Российской Федерации с 1 июля 2017 года.",ГОСТ,ГОСТ 31173-2016_Блоки дверные стальные.pdf,ГОСТ 31173—2016 Блоки дверные стальные. Технические условия,"['технические условия на дверные блоки', 'испытания дверей', 'энергетическая эффективность зданий', 'классификация прочности дверей']","['стальные дверные блоки', 'технические условия', 'энергетическая эффективность', 'методы испытаний', 'межгосударственный стандарт', 'соответствие европейским стандартам']",Русский,221,31173—2016,5,95.3,4.9,Введен впервые,ГОСТ 31173-2016_Блоки дверные стальные.pdf,Действующий,44
Ячеистые бетоны автоклавного твердения,Строительство,2008-05-21,2025-08-26T03:03:28.796130+00:00,"Межгосударственный стандарт, устанавливающий технические условия для ячеистых бетонов автоклавного твердения, соотносящийся с европейскими стандартами EN 1745:2002 и EN 771-4:2003. Введён в действие в Российской Федерации с 1 января 2009 года.",ГОСТ,ГОСТ 31359-2007_Бетоны ячеистые автоклавного твердения.pdf,ГОСТ 31359-2007 Бетоны ячеистые автоклавного твердения. Технические условия,"['технические условия', 'теплотехнические показатели', 'методы испытаний', 'контроль качества']","['ячеистые бетоны', 'автоклавное твердение', 'строительство', 'теплопроводность', 'морозостойкость']",русский,241,31359-2007,5,94.9,74.0,Взамен ГОСТ 25485-89,ГОСТ 31359-2007_Бетоны ячеистые автоклавного твердения.pdf,Действующий,23
Резервуары вертикальные цилиндрические стальные для нефти и нефтепродуктов,Строительство,2017-03-01,2025-08-26T03:03:32.085167+00:00,"Стандарт устанавливает общие технические условия для вертикальных цилиндрических стальных резервуаров, предназначенных для хранения нефти и нефтепродуктов. Документ разработан и принят межгосударственным советом по стандартизации, метрологии и сертификации, введен в действие в Российской Федерации с 1 марта 2017 года.",ГОСТ,ГОСТ 31385-2016_Резервуары вертикальные цилиндрические стальные для нефти и нефтепродуктов.pdf,ГОСТ 31385—2016 Резервуары вертикальные цилиндрические стальные для нефти и нефтепродуктов. Общие технические условия,"['технические условия', 'резервуары для нефти', 'стандартизация', 'метрология']","['резервуары вертикальные', 'цилиндрические стальные', 'нефть', 'нефтепродукты', 'технические условия', 'межгосударственный стандарт']",русский,204,31385—2016,5,95.7,1.8,Взамен ГОСТ 31385—2008,ГОСТ 31385-2016_Резервуары вертикальные цилиндрические стальные для нефти и нефтепродуктов.pdf,Действующий,98
Трубы и муфты хризотилцементные,Строительство,2011-01-01,2025-08-26T03:03:34.634188+00:00,"Стандарт устанавливает технические условия на хризотилцементные трубы и муфты, включая классификацию, основные параметры, размеры и технические требования.",ГОСТ,ГОСТ 31416-2009_Трубы и муфты хризотилцементные.pdf,ГОСТ 31416-2009 Трубы и муфты хризотилцементные. Технические условия,"['область применения', 'нормативные ссылки', 'термины и определения', 'общие положения', 'классификация', 'технические требования']","['хризотилцементные трубы', 'муфты', 'технические условия', 'классификация', 'параметры', 'размеры']",Русский,210,31416-2009,5,89.0,6.5,,ГОСТ 31416-2009_Трубы и муфты хризотилцементные.pdf,Действующий,23
"Кабельные изделия, предназначенные для прокладки в зданиях и сооружениях",Пожарная безопасность,2019-09,2025-08-26T03:03:37.981390+00:00,"Этот межгосударственный стандарт устанавливает требования пожарной безопасности к кабельным изделиям, предназначенным для прокладки в зданиях и сооружениях. Документ определяет классификацию кабелей, требования пожарной безопасности и области их применения. Стандарт не распространяется на кабели для прокладки в земле и воде, а также на маслонаполненные кабели, обмоточные и неизолированные провода.",ГОСТ,ГОСТ 31565-2012 Кабельные изделия. Требования пожарной безопасности (Переиздание).pdf,ГОСТ 31565-2012 Кабельные изделия. Требования пожарной безопасности,"['требования пожарной безопасности', 'классификация кабельных изделий', 'области применения кабелей']","['кабельные изделия', 'пожарная безопасность', 'классификация кабелей', 'требования пожарной безопасности', 'межгосударственный стандарт']",русский,312,31565-2012,5,75.0,3.7,Переиздание,ГОСТ 31565-2012 Кабельные изделия. Требования пожарной безопасности (Переиздание).pdf,Действующий,9
,Теплоизоляционные материалы и изделия,2022-11-09,2025-08-26T03:03:40.698104+00:00,"Межгосударственный стандарт, устанавливающий термины и определения в области теплоизоляционных материалов и изделий, основан на международном стандарте ISO 9229:2020, с модификациями для соответствия межгосударственной системе стандартизации.",ГОСТ,ГОСТ 31913-2022_Материалы и изделия теплоизоляционные.pdf,ГОСТ 31913-2022 (ISO 9229:2020) Материалы и изделия теплоизоляционные,"['терминология теплоизоляции', 'межгосударственная стандартизация', 'модификация международного стандарта']","['теплоизоляция', 'термины и определения', 'материалы теплоизоляционные', 'стандарт']",русский,250,31913-2022,5,66.7,0.0,Модифицированный (MOD),ГОСТ 31913-2022_Материалы и изделия теплоизоляционные.pdf,Действующий,34
Правила обследования и мониторинга технического состояния зданий и сооружений,Здания и сооружения,2024-05-01,2025-08-26T03:03:44.050769+00:00,"Настоящий межгосударственный стандарт устанавливает правила обследования и мониторинга технического состояния зданий и сооружений. Стандарт принят Межгосударственным советом по стандартизации 29 февраля 2024 года и введен в действие в Российской Федерации с 1 мая 2024 года, взамен ГОСТ 31937-2011.",ГОСТ,ГОСТ 31937-2024_Здания и сооружения Правила обследования и мониторинга технического состояния.pdf,ГОСТ 31937-2024 Здания и сооружения. Правила обследования и мониторинга технического состояния,"['правила обследования', 'мониторинг технического состояния', 'здания и сооружения']","['здания', 'сооружения', 'техническое состояние', 'обследование', 'мониторинг', 'стандарт']",Русский,195,31937-2024,5,96.2,1.3,Введен впервые,ГОСТ 31937-2024_Здания и сооружения Правила обследования и мониторинга технического состояния.pdf,Действующий,69
"Силовые кабели с пластмассовой изоляцией для номинального напряжения 0,66; 1 и 3 кВ",Электротехническое оборудование,2013-01-01,2025-08-26T03:03:47.687467+00:00,"Стандарт устанавливает общие технические условия для силовых кабелей с пластмассовой изоляцией, предназначенных для номинального напряжения 0,66; 1 и 3 кВ с учетом международного стандарта IEC 60502-1:2004. Документ включает требования, подготовленные в соответствии с межгосударственной системой стандартизации и имеет патентные прецеденты.",ГОСТ,"ГОСТ 31996-2012_Кабели силовые с пластмассовой изоляцией на номинальное напряжение 0,66; 1 и 3 кв.pdf","ГОСТ 31996-2012 Кабели силовые с пластмассовой изоляцией на номинальное напряжение 0,66; 1 и 3 кВ. Общие технические условия","['технические условия', 'кабели силовые', 'электроустановки', 'изоляция']","['кабели силовые', 'пластмассовая изоляция', 'номинальное напряжение', 'технические условия', 'межгосударственный стандарт']",Русский,166,31996-2012,5,94.1,15.6,Введен впервые,"ГОСТ 31996-2012_Кабели силовые с пластмассовой изоляцией на номинальное напряжение 0,66; 1 и 3 кв.pdf",Действующий,39
Трубы напорные из термопластов и соединительные детали для систем водоснабжения и отопления,Системы водоснабжения,2014-12-30,2025-08-26T03:03:51.362859+00:00,"Стандарт устанавливает общие технические условия на напорные трубы из термопластов и соединительные детали к ним, предназначенные для использования в системах водоснабжения и отопления. Регламентирует основные параметры, размеры, технические требования, требования безопасности, правила приемки и методы контроля.",ГОСТ,ГОСТ 32415-2013_Трубы напорные из термопластов и соединительные детали к ним для систем водоснабжения и отопления.pdf,ГОСТ 32415-2013 Трубы напорные из термопластов и соединительные детали к ним для систем водоснабжения и отопления. Общие технические условия,"['Параметры и размеры', 'Технические требования', 'Требования безопасности', 'Приемка', 'Методы контроля']","['Трубы напорные', 'Термопласты', 'Соединительные детали', 'Системы водоснабжения', 'Отопление', 'Технические условия']",русский,138,32415-2013,5,94.9,37.0,Введен впервые,ГОСТ 32415-2013_Трубы напорные из термопластов и соединительные детали к ним для систем водоснабжения и отопления.pdf,Действующий,83
,Крепежные изделия,2014-04-07,2025-08-26T03:03:55.028228+00:00,Межгосударственный стандарт ГОСТ 32484.1-2013 устанавливает общие требования к высокопрочным болтокомплектам для предварительного натяжения конструкций. Стандарт является модифицированной версией европейского стандарта EN 14399-1:2005 и введен в действие в Российской Федерации с 1 июля 2015 года.,ГОСТ,ГОСТ 32484.1-2013_Болтокомплекты высокопрочные для предварительного натяжения конструкционные.pdf,Гост 32484.1-2013 Болтокомплекты высокопрочные для предварительного натяжения конструкционные. Общие требования,"['Технические требования', 'Межгосударственная стандартизация', 'Механические соединительные детали']","['болтокомплекты', 'высокопрочные', 'предварительное натяжение', 'конструкционные', 'стандарт', 'ГОСТ 32484.1-2013', 'EN 14399-1:2005']",русский,412,32484.1-2013,5,86.7,0.0,Введен впервые,ГОСТ 32484.1-2013_Болтокомплекты высокопрочные для предварительного натяжения конструкционные.pdf,Действующий,36
,Крепежные изделия,2014-07-01,2025-08-26T03:03:58.265905+00:00,"Настоящий стандарт устанавливает требования к высокопрочным болтокомплектам для предварительного натяжения конструкций, включая методы испытания на предварительное натяжение. Стандарт модифицирован по отношению к европейскому EN 14399-2:2005 с техническими отклонениями для применения в странах СНГ.",ГОСТ,ГОСТ 32484.2-2014_Болтокомплекты высокопрочные для предварительного натяжения конструкционные Испытание на предварительное натяжение.pdf,Гост 32484.2—2014 Болтокомплекты высокопрочные для предварительного натяжения конструкционные. Испытание на предварительное натяжение,"['тесты на предварительное натяжение', 'технические отклонения', 'межгосударственная стандартизация']","['болтокомплекты', 'высокопрочные', 'предварительное натяжение', 'конструкционные', 'испытание']",русский,491,32484.2—2014,5,80.0,0.0,Модифицированный (MOD),ГОСТ 32484.2-2014_Болтокомплекты высокопрочные для предварительного натяжения конструкционные Испытание на предварительное натяжение.pdf,Действующий,17
"Болтокомплекты для предварительного натяжения конструкционные, системы HV",Крепежные изделия,2014-04-07,2025-08-26T03:04:03.372256+00:00,"Межгосударственный стандарт, модифицированный по отношению к европейскому EN 14399-4:2005, регулирующий болтокомплекты высокопрочные для предварительного натяжения конструкционные системы HV, включающие комплекты шестигранных болтов и гаек. Стандарт введён в действие в России с 1 июля 2015 года и разработан с учётом технических отклонений от европейского стандарта.",ГОСТ,ГОСТ 32484.4-2014_Болтокомплекты высокопрочные для предварительного натяжения конструкционные Система HV комплекты болтов и гаек.pdf,Гост 32484.4-2014 Болтокомплекты высокопрочные для предварительного натяжения конструкционные. Система HV — комплекты шестигранных болтов и гаек,"['конструкция болтов', 'размеры болтов', 'технические отклонения', 'межгосударственный стандарт', 'европейский стандарт EN 14399-4:2005']","['болтокомплекты', 'высокопрочные болты', 'предварительное натяжение', 'конструкционные болты', 'система HV', 'шестигранные болты', 'гайки']",русский,319,32484.4,5,74.0,0.0,Введен впервые,ГОСТ 32484.4-2014_Болтокомплекты высокопрочные для предварительного натяжения конструкционные Система HV комплекты болтов и гаек.pdf,Действующий,33
"Болтокомплекты высокопрочные для предварительного натяжения конструкционные, плоские шайбы",Крепежные изделия,2014-04-07,2025-08-26T03:04:08.334117+00:00,"Межгосударственный стандарт ГОСТ 32484.5-2013 является модифицированной версией европейского стандарта EN 14399-5:2005, который регламентирует высокопрочные болтокомплекты для предварительного натяжения конструкций, в частности плоские шайбы. Стандарт введен в действие в России с 1 июля 2015 года и содержит технические отклонения по сравнению с европейским стандартом.",ГОСТ,ГОСТ 32484.5-2013_Болтокомплекты высокопрочные для предварительного натяжения конструкционные Плоские шайбы.pdf,"Гост 32484.5—2013 Болтокомплекты высокопрочные для предварительного натяжения конструкционные. Плоские шайбы (en 14399-5:2005, mod)","['технические требования к плоским шайбам', 'размеры шайб', 'нормативные ссылки']","['болтокомплекты высокопрочные', 'предварительное натяжение', 'конструкционные', 'плоские шайбы', 'межгосударственный стандарт']",русский,318,32484.5—2013,5,80.0,0.0,Модифицированный (MOD),ГОСТ 32484.5-2013_Болтокомплекты высокопрочные для предварительного натяжения конструкционные Плоские шайбы.pdf,Действующий,13
