area_of_application,category,date_issue,date_of_analysis,description,document_type,filename,full_name,keytopics,keywords,language,median_content_length,number,pages_analyzed,percent_clause_detection,percent_missing_clauses,revision,source,status,total_pages
"Установки электрического освещения зданий, помещений и сооружений наружного освещения городов, поселков и сельских населенных пунктов, территорий предприятий и учреждений, установки световой рекламы, световые знаки и иллюминационные установки",Электрическое освещение,,2025-08-29T03:21:36.762890+00:00,"Документ устанавливает правила устройства электроустановок для электрического освещения и электрооборудования специальных установок жилых, общественных, административных и бытовых зданий, а также зрелищных предприятий и спортивных сооружений. Содержит требования к проектированию, монтажу и эксплуатации систем освещения, включая наружное освещение, внутреннее освещение, световую рекламу и управление освещением.",ПУЭ,Правила устройства электроустановок (ПУЭ). Глава 6.1. Общая часть (Издание седьмое).pdf,"Правила устройства электроустановок (ПУЭ). Издание седьмое. Раздел 6 ""Электрическое освещение"", главы 7.1 и 7.2 ""Электрооборудование специальных установок""","['электрическое освещение', 'электрооборудование специальных установок', 'проектирование систем освещения', 'монтаж электроустановок', 'эксплуатация осветительных систем']","['Правила устройства электроустановок', 'ПУЭ', 'электроустановки', 'электрическое освещение', 'освещение зданий и сооружений', 'световая реклама', 'управление освещением']",Русский,374,-,5,64.7,0.0,,Правила устройства электроустановок (ПУЭ). Глава 6.1. Общая часть (Издание седьмое).pdf,Действующий,7
Технические требования и нормы к внутреннему освещению в электроустановках,Внутреннее освещение,,2025-08-29T03:21:41.202999+00:00,"Данный документ содержит технические требования и нормы по устройству внутреннего освещения в электроустановках, включая требования к светильникам, питание осветительных сетей, групповым линиям и обеспечению безопасности работы освещения в помещениях.",ПУЭ,Правила устройства электроустановок (ПУЭ). Глава 6.2. Внутреннее освещение (издание седьмое).pdf,Правила устройства электроустановок (ПУЭ). Глава 6.2. Внутреннее освещение (издание седьмое),"['технические требования', 'внутреннее освещение', 'электроустановки', 'безопасность освещения']","['светильники', 'люминесцентные лампы', 'пускорегулирующие аппараты', 'компенсация реактивной мощности', 'местное освещение', 'питание осветительных сетей', 'защитные аппараты', 'групповые линии', 'внутреннее освещение']",Русский,438,-,2,90.0,0.0,,Правила устройства электроустановок (ПУЭ). Глава 6.2. Внутреннее освещение (издание седьмое).pdf,Действующий,2
,Наружное освещение,,2025-08-29T03:21:44.179786+00:00,"Документ устанавливает нормативные требования к наружному освещению, включая использование источников света, установки осветительных приборов и опор. Описываются правила монтажа светильников на различных опорах, высоты установки, меры безопасности и специфические требования к освещению различных территорий и объектов.",ПУЭ,Правила устройства электроустановок (ПУЭ). Глава 6.3. Наружное освещение (Издание седьмое).pdf,Правила устройства электроустановок. Глава 6.3 Наружное освещение,"['требования к наружному освещению', 'монтаж осветительных приборов', 'безопасность обслуживания']","['наружное освещение', 'источники света', 'осветительные приборы', 'установка светильников', 'опоры освещения', 'безопасность', 'высота установки']",русский,625,-,4,76.9,0.0,,Правила устройства электроустановок (ПУЭ). Глава 6.3. Наружное освещение (Издание седьмое).pdf,,4
"Электроустановки, рекламное освещение",Рекламное освещение,,2025-08-29T03:21:47.361303+00:00,"Документ устанавливает требования по установке и эксплуатации трансформаторов и газосветных трубок в рекламном освещении, включая требования по безопасности, размещению, заземлению и предупреждающим мерам.",ПУЭ,Правила устройства электроустановок (ПУЭ). Глава 6.4. Рекламное освещение (Издание седьмое).pdf,Правила устройства электроустановок. Глава 6.4. Рекламное освещение,"['установка трансформаторов', 'требования к электрооборудованию', 'безопасность электроустановок']","['трансформаторы', 'газосветные трубки', 'рекламное освещение', 'безопасность', 'заземление']",Русский,368,-,2,80.0,0.0,,Правила устройства электроустановок (ПУЭ). Глава 6.4. Рекламное освещение (Издание седьмое).pdf,Не определено,2
"Городские поселения, промышленные предприятия, общественные здания",Освещение,,2025-08-29T03:21:50.514437+00:00,"Документ содержит технические требования и рекомендации по централизованному и децентрализованному управлению наружным и внутренним освещением, включая вопросы автоматизации, источников питания, контроль положения коммутационных аппаратов и особенности управления в различных типах зданий и помещений.",ПУЭ,"Правила устройства электроустановок (ПУЭ). Глава 6.5. Осветительная арматура, установочные аппараты.pdf",Глава 6.5 Управление освещением,"['технические требования управления освещением', 'автоматизация систем освещения', 'источники питания управления', 'организация управления освещением в зданиях и на предприятиях']","['управление освещением', 'наружное освещение', 'внутреннее освещение', 'централизованное управление', 'автоматическое включение', 'контроль коммутационных аппаратов']",Русский,257,-,3,75.0,0.0,,"Правила устройства электроустановок (ПУЭ). Глава 6.5. Осветительная арматура, установочные аппараты.pdf",Не определено,3
"Освещение, монтаж и обслуживание осветительных приборов в производственных и общественных зданиях, транспортных тоннелях и взрывоопасных зонах",Электроустановочные устройства,,2025-08-29T03:21:55.947490+00:00,"Документ содержит правила установки, монтажа и обслуживания осветительных приборов и электроустановочных устройств с учетом безопасности, доступности для обслуживания и специфики эксплуатации в различных условиях, включая производственные помещения с мостовыми кранами, общественные здания, взрывоопасные и пожароопасные зоны, транспортные тоннели. Описаны требования к конструкции, креплению, защите и эксплуатационным характеристикам светильников.",ПУЭ,Правила устройства электроустановок (ПУЭ). Глава 6.6. Осветительные приборы и электроустановочные.pdf,Правила устройства электроустановок (ПУЭ). Глава 6.6. Осветительные приборы и электроустановочные устройства (Издание седьмое),"['требования к установке светильников', 'обеспечение безопасности и доступности обслуживания', 'конструкционные особенности светильников', 'эксплуатация во взрывоопасных и пожароопасных зонах', 'требования к креплению и защищенности', 'использование в транспортных тоннелях']","['осветительные приборы', 'монтаж', 'обслуживание', 'безопасность', 'производственные помещения', 'общественные здания', 'взрывоопасные зоны', 'пожароопасные зоны', 'транспортные тоннели', 'светильники', 'электроустановочные устройства']",Русский,352,-,4,66.7,0.0,,Правила устройства электроустановок (ПУЭ). Глава 6.6. Осветительные приборы и электроустановочные.pdf,Не определено,4
"Электроустановки жилых, общественных, административных и бытовых зданий",Электрооборудование,,2025-08-29T03:21:59.835649+00:00,"Данная глава Правил устройства электроустановок распространяется на электроустановки жилых, общественных, административных и бытовых зданий, устанавливая требования к их устройству и безопасности. В ней определены основные термины и элементы электрооборудования таких зданий, а также установлены общие требования к электроснабжению и монтажу.",ПУЭ,"Правила устройства электроустановок (ПУЭ). Глава 7.1. Электрооборудование жилых, общественных.pdf","Правила устройства электроустановок. Глава 7.1. Электроустановки жилых, общественных, административных и бытовых зданий (Издание седьмое)","['электроустановки зданий', 'требования электроснабжения', 'устройство электрооборудования']","['электроустановки', 'жилые здания', 'общественные здания', 'административные здания', 'бытовые здания', 'электрооборудование', 'электробезопасность', 'питание электроприемников', 'вводное устройство', 'распределительный щит']",русский,1097,-,5,47.6,0.0,,"Правила устройства электроустановок (ПУЭ). Глава 7.1. Электрооборудование жилых, общественных.pdf",Не действующий,12
"расположенные внутри зданий производственные и опытно-промышленные установки электролиза водных растворов кислот, щелочей и солей с получением и без получения металлов, установки электролиза расплавленных солей, окислов и щелочей и установки гальванических покрытий изделий черными и цветными металлами",Электрооборудование специальных установок,,2025-08-29T03:22:04.497516+00:00,"Документ устанавливает правила устройства электроустановок для электролизных и гальванических установок, определяет требования к их электротехническому оборудованию, включает комплексы ванн и выпрямительных агрегатов, а также условие их применения и область распространения внутри зданий.",ПУЭ,Правила устройства электроустановок (ПУЭ). Глава 7.10. Электролизные установки и установки.pdf,Правила устройства электроустановок. Глава 7.10. Электролизные установки и установки гальванических покрытий (Издание седьмое),"['безопасность электроустановок', 'электрооборудование', 'технологические установки']","['электролизные установки', 'установки гальванических покрытий', 'электроустановки', 'выпрямительные агрегаты', 'электротехническое оборудование']",Русский,2031,-,5,47.8,0.0,,Правила устройства электроустановок (ПУЭ). Глава 7.10. Электролизные установки и установки.pdf,Действующий,14
"Электроустановки в зданиях зрелищных предприятий со зрительными залами театров, цирков, кинотеатров, концертных залов, клубов, центров творчества детей и подростков, крытых спортивных сооружений, дворцов спорта, спортивных залов и подобных",Электроустановки,,2025-08-29T03:22:10.577454+00:00,"Документ регламентирует требования к электроустановкам в зрелищных предприятиях, клубных учреждениях и спортивных сооружениях, включая определения, общие требования к электроснабжению, распределение электроприемников по категориям надежности электроснабжения, а также требования к пожарной безопасности помещений сцены и эстрады.",ПУЭ,Правила устройства электроустановок (ПУЭ). Глава 7.2. Электроустановки зрелищных предприятий.pdf,"Правила устройства электроустановок. Глава 7.2. Электроустановки зрелищных предприятий, клубных учреждений и спортивных сооружений (Издание седьмое)","['электроснабжение', 'категории электроприемников', 'пожарная безопасность', 'техническое оборудование сцены', 'определения']","['электроустановки', 'зрелищные предприятия', 'клубные учреждения', 'спортивные сооружения', 'пожарная безопасность', 'постановочное освещение', 'сцена', 'эстрада', 'манеж', 'технические аппаратные']",Русский,700,-,5,53.3,0.0,,Правила устройства электроустановок (ПУЭ). Глава 7.2. Электроустановки зрелищных предприятий.pdf,,8
"Электроустановки, размещаемые во взрывоопасных зонах внутри и вне помещений",Электрооборудование,,2025-08-29T03:22:15.392966+00:00,"Настоящая глава Правил распространяется на электроустановки во взрывоопасных зонах и устанавливает требования к выбору и установке электрооборудования, электропроводок и кабельных линий с учетом классификации взрывоопасных зон и смесей. Определяет термины и понятия, связанные с взрывоопасными средами и электроустановками.",ПУЭ,Правила устройства электроустановок (ПУЭ). Глава 7.3. Электроустановки во взрывоопасных зонах.pdf,Правила устройства электроустановок. Глава 7.3. Электроустановки во взрывоопасных зонах (Издание шестое),"['классификация взрывоопасных зон', 'требования к электрооборудованию', 'безопасность в электроустановках', 'взрывчатые смеси']","['электроустановки', 'взрывоопасные зоны', 'электрооборудование', 'взрыв', 'вспышка', 'тление', 'искробезопасная цепь', 'температура вспышки', 'легковоспламеняющаяся жидкость']",русский,1538,-,5,52.9,26.9,,Правила устройства электроустановок (ПУЭ). Глава 7.3. Электроустановки во взрывоопасных зонах.pdf,Не определено,30
"Электроустановки, размещаемые в пожароопасных зонах внутри и вне помещений",Пожарная безопасность,,2025-08-29T03:22:19.767562+00:00,"Документ устанавливает требования к электроустановкам, размещаемым в пожароопасных зонах, описывает классификацию таких зон и определяет минимальные допустимые степени защиты оболочек электрических машин в зависимости от класса пожароопасной зоны.",ПУЭ,Правила устройства электроустановок (ПУЭ). Глава 7.4. Электроустановки в пожароопасных зонах.pdf,Правила устройства электроустановок. Глава 7.4. Электроустановки в пожароопасных зонах,"['классификация пожароопасных зон', 'требования к электрооборудованию', 'степени защиты оболочек']","['электроустановки', 'пожароопасные зоны', 'классификация пожароопасных зон', 'электрооборудование', 'степень защиты оболочек']",Русский,492,-,5,66.7,0.0,,Правила устройства электроустановок (ПУЭ). Глава 7.4. Электроустановки в пожароопасных зонах.pdf,Не определено,8
Производственные и лабораторные установки электропечей и электронагревательных устройств переменного и постоянного тока различных частот,Электрооборудование специальных установок,,2025-08-29T03:22:24.783495+00:00,"Документ устанавливает требования к устройству и эксплуатации электротермических установок, включая различные виды электропечей и электронагревательных устройств с переменным и постоянным током. Правила обязательны для всех организаций и предпринимателей без образования юридического лица. Введение с 1 января 2003 года, включает определения и требования безопасности для оборудования, автоматики и технологических процессов.",ПУЭ,Правила устройства электроустановок (ПУЭ). Глава 7.5 Электротермические установки (Издание седьмое).pdf,Правила устройства электроустановок. Глава 7.5 Электротермические установки (Издание седьмое),"['электропечи', 'электронагревательные устройства', 'безопасность электроустановок', 'технические требования', 'технологические процессы']","['Правила устройства электроустановок', 'электротермические установки', 'электропечи', 'электронагревательные устройства', 'требования безопасности', 'электрооборудование']",Русский,1220,-,5,56.4,0.0,,Правила устройства электроустановок (ПУЭ). Глава 7.5 Электротермические установки (Издание седьмое).pdf,Действующий,22
"Оборудуемые и используемые в закрытых помещениях или на открытом воздухе стационарные, переносные и передвижные электросварочные установки, предназначенные для выполнения электротехнологических процессов сварки, наплавки, напыления, резки плавлением и сварки с применением давления.",Электрооборудование,,2025-08-29T03:22:29.852337+00:00,"Документ устанавливает правила и требования для электросварочных установок, применяемых в различных условиях, включая использование различных типов сварки и обработки материалов в атмосферах с различным давлением, под водой или под слоем флюса. Включает определения и состав элементов электросварочных установок.",ПУЭ,Правила устройства электроустановок (ПУЭ). Глава 7.6 Электросварочные установки (Издание седьмое).pdf,Правила устройства электроустановок. Глава 7.6 Электросварочные установки (Издание седьмое),"['требования ПУЭ', 'оборудование и безопасность', 'электротехнические установки', 'технологические процессы сварки']","['электросварочные установки', 'правила устройства электроустановок', 'электротехнологические процессы', 'сварка', 'наплавка', 'резка плавлением', 'дуговая сварка', 'плазменная сварка', 'электрошлаковая сварка', 'лазерная сварка', 'контактная сварка']",Русский,1006,-,5,60.0,0.0,,Правила устройства электроустановок (ПУЭ). Глава 7.6 Электросварочные установки (Издание седьмое).pdf,Действующий,10
"Торфяные электроустановки до 10 кВ, включая стационарные и передвижные подстанции, воздушные и кабельные линии электропередачи, электрифицированные машины для торфяных месторождений",Электроустановки,,2025-08-29T03:22:34.432807+00:00,"Данная глава Правил устройства электроустановок описывает требования к проектированию, монтажу, защите и эксплуатации торфяных электроустановок до 10 кВ. Включает правила по электроснабжению, защитам, конструктивным особенностям подстанций и воздушных линий электропередач на территории торфяных предприятий.",ПУЭ,Правила устройства электроустановок (ПУЭ). Глава 7.7. Торфяные электроустановки (Издание  шестое).pdf,Правила устройства электроустановок (ПУЭ). Глава 7.7. Торфяные электроустановки (Издание шестое),"['электроснабжение торфяных электроустановок', 'защита электроустановок', 'конструкция подстанций', 'организация территории', 'категории надежности', 'технические условия']","['торфяные электроустановки', 'электроснабжение', 'защита', 'подстанции', 'воздушные линии электропередач', 'трансформаторные подстанции']",русский,327,-,5,73.3,0.0,,Правила устройства электроустановок (ПУЭ). Глава 7.7. Торфяные электроустановки (Издание  шестое).pdf,Не определено,5
"Общие правила и нормы проектирования, монтажа, эксплуатации и обслуживания электроустановок различного назначения",Электрооборудование,,2025-08-29T03:22:38.568556+00:00,"Документ содержит систематизированные правила и нормы по электроснабжению, выбору проводников, защитным мерам, канализации электропроводок, автоматике и релейной защите, распределительным устройствам, электросиловым установкам, электрическому освещению и электрооборудованию специальных установок. Предназначен для обеспечения безопасности и надежности электроустановок.",ПУЭ,Правила устройства электроустановок (ПУЭ). Оглавление_Текст.pdf,Правила устройства электроустановок (ПУЭ),"['электроснабжение', 'выбор проводников', 'защитные меры', 'канализация электропроводок', 'релейная защита', 'автоматика', 'распределительные устройства', 'электросиловые установки', 'освещение', 'специальное электрооборудование']","['электроснабжение', 'электроустановки', 'защита электрических сетей', 'автоматика', 'распределительные устройства', 'электросиловые установки', 'электрическое освещение', 'электрооборудование']",русский,1528,-,2,0.0,0.0,,Правила устройства электроустановок (ПУЭ). Оглавление_Текст.pdf,Действующий,2
Взрывозащищенное электрооборудование,Пожарная безопасность,,2025-08-29T03:22:43.374820+00:00,"Документ содержит классификацию взрывоопасных смесей по категориям и группам согласно ПИВРЭ и ПИВЭ, описывает критерии взрывозащиты электрооборудования и условия его применения в различных взрывоопасных средах.",ПУЭ,Правила устройства электроустановок (ПУЭ). Приложения_Текст.pdf,Категории и группы взрывоопасных смесей по ПИВРЭ и ПИВЭ,"['категории взрывоопасных смесей', 'группы взрывоопасных смесей', 'маркировка электрооборудования', 'взрывозащита']","['взрывоопасные смеси', 'классификация', 'ПИВРЭ', 'ПИВЭ', 'взрывозащищенное электрооборудование']",Русский,1005,-,5,84.6,0.0,,Правила устройства электроустановок (ПУЭ). Приложения_Текст.pdf,Действующий,6
Организация общественного питания населения,Санитарно-эпидемиологические требования,2024-08-22,2025-08-29T03:22:48.231326+00:00,"Документ устанавливает санитарно-эпидемиологические требования к организации общественного питания населения, определяет нормы и правила по санитарной безопасности в данной сфере. Включает изменения, внесённые постановлением от 22 августа 2024 года, и определяет срок действия с 1 января 2021 года по 1 января 2027 года.",Постановление Правительства РФ,СанПиН 2.3(2.4).3590-20_Санитарно-эпидемиологические требования к организации общественного питания населения.pdf,"Постановление Главного государственного санитарного врача Российской Федерации от 27 октября 2020 года N 32 Об утверждении санитарно-эпидемиологических правил и норм СанПиН 2.3/2.4.3590-20 ""Санитарно-эпидемиологические требования к организации общественного питания населения"" с изменениями на 22 августа 2024 года","['санитарные нормы', 'санитарно-эпидемиологический контроль', 'гигиена питания']","['санитарно-эпидемиологические правила', 'санитарно-эпидемиологические нормы', 'общественное питание', 'санитарное благополучие']",русский,422,2.3/2.4.3590-20,5,94.8,8.0,с изменениями на 22 августа 2024 года,СанПиН 2.3(2.4).3590-20_Санитарно-эпидемиологические требования к организации общественного питания населения.pdf,Действующий,42
"Подпорные стены, судоходные шлюзы, рыбопропускные и рыбозащитные сооружения",Гидротехнические сооружения,2023-07-17,2025-08-29T03:22:53.022520+00:00,"Настоящий свод правил устанавливает требования к проектированию, строительству и эксплуатации подпорных стен, судоходных шлюзов, рыбопропускных и рыбозащитных сооружений. Документ является пересмотром СП 101.13330.2012 и включает обновленные нормы и технические требования в соответствии с федеральными законами и техническими регламентами.",Свод правил,"СП 101.13330.2023 Подпорные стены, судоходные шлюзы, рыбопропускные и рыбозащитные сооружения.pdf","СП 101.13330.2023 Подпорные стены, судоходные шлюзы, рыбопропускные и рыбозащитные сооружения","['Проектирование гидротехнических сооружений', 'Строительство гидротехнических объектов', 'Эксплуатация гидротехнических сооружений']","['Подпорные стены', 'Судоходные шлюзы', 'Рыбопропускные сооружения', 'Рыбозащитные сооружения', 'Гидротехника', 'Технические регламенты', 'Энергосбережение']",русский,341,101.13330.2023,5,94.6,4.2,Пересмотр СП 101.13330.2012,"СП 101.13330.2023 Подпорные стены, судоходные шлюзы, рыбопропускные и рыбозащитные сооружения.pdf",Действующий,96
,Инженерные изыскания,2017-07-01,2025-08-29T03:22:56.765543+00:00,"Документ устанавливает основные положения инженерных изысканий для строительства, являясь актуализированной редакцией СНиП 11-02-96 с Изменением N 1. Введен в действие приказом Министерства строительства и жилищно-коммунального хозяйства РФ и применяется с 1 июля 2017 года.",Свод правил,СП 47.13330.2016 Инженерные изыскания для строительства. Основные положения. Актуализированная..._Текст.pdf,СП 47.13330.2016 Инженерные изыскания для строительства. Основные положения. Актуализированная редакция СНиП 11-02-96 (с Изменением N 1),"['основные положения инженерных изысканий', 'технические требования к инженерным изысканиям', 'строительные изыскания']","['инженерные изыскания', 'строительство', 'СНиП 11-02-96', 'актуализация', 'основные положения']",русский,666,47.13330.2016,5,83.9,8.2,с Изменением N 1,СП 47.13330.2016 Инженерные изыскания для строительства. Основные положения. Актуализированная..._Текст.pdf,Действующий,117
Система нормативных документов в строительстве,Строительство,2025-04-13,2025-08-29T03:23:00.912181+00:00,Свод правил устанавливает основные принципы и правила формирования системы нормативных документов в строительстве в соответствии с требованиями законодательства Российской Федерации.,Свод правил,СП 555.1325800.2025 Система нормативных документов в строительстве. Основные положения.pdf,СП 555.1325800.2025 Свод правил Система нормативных документов в строительстве. Основные положения,"['система нормативных документов', 'технические регламенты', 'здания и сооружения']","['нормативные документы', 'строительство', 'принципы формирования', 'правила']",русский,193,555.1325800.2025,5,95.9,0.0,Введен впервые,СП 555.1325800.2025 Система нормативных документов в строительстве. Основные положения.pdf,Действующий,23
